YEAR  MO  DA  HR      LAT       LON   CO2 10000
2012   1   1  12  37.1168  -80.0246  0.1057E-08
2012   1   1  12  37.1668  -80.0246  0.9718E-09
2012   1   1  12  37.2168  -80.0246  0.4020E-08
2012   1   1  12  37.2668  -80.0246  0.2642E-08
2012   1   1  12  37.3168  -80.0246  0.2519E-08
2012   1   1  12  37.3668  -80.0246  0.2840E-08
2012   1   1  12  37.4168  -80.0246  0.2797E-08
2012   1   1  12  37.4668  -80.0246  0.2611E-08
2012   1   1  12  37.5168  -80.0246  0.2100E-08
2012   1   1  12  37.5668  -80.0246  0.2307E-08
2012   1   1  12  37.6168  -80.0246  0.1802E-08
2012   1   1  12  37.6668  -80.0246  0.1338E-08
2012   1   1  12  37.7168  -80.0246  0.6747E-09
2012   1   1  12  37.7668  -80.0246  0.2239E-09
2012   1   1  12  36.9668  -79.9746  0.8590E-10
2012   1   1  12  37.0168  -79.9746  0.1719E-09
2012   1   1  12  37.0668  -79.9746  0.1761E-09
2012   1   1  12  37.1168  -79.9746  0.2664E-09
2012   1   1  12  37.1668  -79.9746  0.1230E-08
2012   1   1  12  37.2168  -79.9746  0.1633E-08
2012   1   1  12  37.2668  -79.9746  0.3083E-08
2012   1   1  12  37.3168  -79.9746  0.2962E-08
2012   1   1  12  37.3668  -79.9746  0.2457E-08
2012   1   1  12  37.4168  -79.9746  0.2660E-08
2012   1   1  12  37.4668  -79.9746  0.2279E-08
2012   1   1  12  37.5168  -79.9746  0.1773E-08
2012   1   1  12  37.5668  -79.9746  0.1945E-08
2012   1   1  12  37.6168  -79.9746  0.1987E-08
2012   1   1  12  37.6668  -79.9746  0.1177E-08
2012   1   1  12  37.7168  -79.9746  0.9053E-09
2012   1   1  12  37.7668  -79.9746  0.4478E-09
2012   1   1  12  37.0168  -79.9246  0.1719E-09
2012   1   1  12  37.0668  -79.9246  0.8601E-10
2012   1   1  12  37.1168  -79.9246  0.1762E-09
2012   1   1  12  37.1668  -79.9246  0.6233E-09
2012   1   1  12  37.2168  -79.9246  0.1130E-08
2012   1   1  12  37.2668  -79.9246  0.2164E-08
2012   1   1  12  37.3168  -79.9246  0.3345E-08
2012   1   1  12  37.3668  -79.9246  0.2128E-08
2012   1   1  12  37.4168  -79.9246  0.2015E-08
2012   1   1  12  37.4668  -79.9246  0.2539E-08
2012   1   1  12  37.5168  -79.9246  0.2064E-08
2012   1   1  12  37.5668  -79.9246  0.1737E-08
2012   1   1  12  37.6168  -79.9246  0.1702E-08
2012   1   1  12  37.6668  -79.9246  0.1476E-08
2012   1   1  12  37.7168  -79.9246  0.8055E-09
2012   1   1  12  37.7668  -79.9246  0.3720E-09
2012   1   1  12  37.0668  -79.8746  0.1720E-09
2012   1   1  12  37.1168  -79.8746  0.2623E-09
2012   1   1  12  37.1668  -79.8746  0.1804E-09
2012   1   1  12  37.2168  -79.8746  0.8713E-09
2012   1   1  12  37.2668  -79.8746  0.1029E-08
2012   1   1  12  37.3168  -79.8746  0.1937E-08
2012   1   1  12  37.3668  -79.8746  0.3795E-08
2012   1   1  12  37.4168  -79.8746  0.2119E-08
2012   1   1  12  37.4668  -79.8746  0.2153E-08
2012   1   1  12  37.5168  -79.8746  0.1588E-08
2012   1   1  12  37.5668  -79.8746  0.1888E-08
2012   1   1  12  37.6168  -79.8746  0.1554E-08
2012   1   1  12  37.6668  -79.8746  0.1926E-08
2012   1   1  12  37.7168  -79.8746  0.7401E-09
2012   1   1  12  37.7668  -79.8746  0.2170E-09
2012   1   1  12  37.1168  -79.8246  0.8603E-10
2012   1   1  12  37.1668  -79.8246  0.2625E-09
2012   1   1  12  37.2168  -79.8246  0.2626E-09
2012   1   1  12  37.2668  -79.8246  0.9889E-09
2012   1   1  12  37.3168  -79.8246  0.1261E-08
2012   1   1  12  37.3668  -79.8246  0.2136E-08
2012   1   1  12  37.4168  -79.8246  0.3252E-08
2012   1   1  12  37.4668  -79.8246  0.2052E-08
2012   1   1  12  37.5168  -79.8246  0.1725E-08
2012   1   1  12  37.5668  -79.8246  0.1175E-08
2012   1   1  12  37.6168  -79.8246  0.1244E-08
2012   1   1  12  37.6668  -79.8246  0.8910E-09
2012   1   1  12  37.7168  -79.8246  0.1194E-08
2012   1   1  12  37.7668  -79.8246  0.7440E-09
2012   1   1  12  37.8168  -79.8246  0.1447E-09
2012   1   1  12  37.1168  -79.7746  0.1721E-09
2012   1   1  12  37.1668  -79.7746  0.9023E-10
2012   1   1  12  37.2168  -79.7746  0.3529E-09
2012   1   1  12  37.2668  -79.7746  0.2484E-09
2012   1   1  12  37.3168  -79.7746  0.1260E-08
2012   1   1  12  37.3668  -79.7746  0.1355E-08
2012   1   1  12  37.4168  -79.7746  0.2147E-08
2012   1   1  12  37.4668  -79.7746  0.3152E-08
2012   1   1  12  37.5168  -79.7746  0.1854E-08
2012   1   1  12  37.5668  -79.7746  0.1635E-08
2012   1   1  12  37.6168  -79.7746  0.1179E-08
2012   1   1  12  37.6668  -79.7746  0.7292E-09
2012   1   1  12  37.7168  -79.7746  0.6644E-09
2012   1   1  12  37.7668  -79.7746  0.5924E-09
2012   1   1  12  37.8168  -79.7746  0.2172E-09
2012   1   1  12  37.1668  -79.7246  0.8610E-10
2012   1   1  12  37.2168  -79.7246  0.9028E-10
2012   1   1  12  37.2668  -79.7246  0.4250E-09
2012   1   1  12  37.3168  -79.7246  0.6363E-09
2012   1   1  12  37.3668  -79.7246  0.1014E-08
2012   1   1  12  37.4168  -79.7246  0.1273E-08
2012   1   1  12  37.4668  -79.7246  0.1630E-08
2012   1   1  12  37.5168  -79.7246  0.2963E-08
2012   1   1  12  37.5668  -79.7246  0.1542E-08
2012   1   1  12  37.6168  -79.7246  0.1121E-08
2012   1   1  12  37.6668  -79.7246  0.7293E-09
2012   1   1  12  37.7168  -79.7246  0.5783E-09
2012   1   1  12  37.7668  -79.7246  0.3720E-09
2012   1   1  12  37.8168  -79.7246  0.1447E-09
2012   1   1  12  37.1668  -79.6746  0.8613E-10
2012   1   1  12  37.2168  -79.6746  0.8615E-10
2012   1   1  12  37.2668  -79.6746  0.2710E-09
2012   1   1  12  37.3168  -79.6746  0.1582E-09
2012   1   1  12  37.3668  -79.6746  0.1036E-08
2012   1   1  12  37.4168  -79.6746  0.1356E-08
2012   1   1  12  37.4668  -79.6746  0.9606E-09
2012   1   1  12  37.5168  -79.6746  0.1916E-08
2012   1   1  12  37.5668  -79.6746  0.2223E-08
2012   1   1  12  37.6168  -79.6746  0.1189E-08
2012   1   1  12  37.6668  -79.6746  0.3715E-09
2012   1   1  12  37.7168  -79.6746  0.1446E-09
2012   1   1  12  37.7668  -79.6746  0.4409E-09
2012   1   1  12  37.8168  -79.6746  0.7240E-10
2012   1   1  12  37.2168  -79.6246  0.7181E-10
2012   1   1  12  37.2668  -79.6246  0.9035E-10
2012   1   1  12  37.3168  -79.6246  0.3239E-09
2012   1   1  12  37.3668  -79.6246  0.2193E-09
2012   1   1  12  37.4168  -79.6246  0.1143E-08
2012   1   1  12  37.4668  -79.6246  0.1044E-08
2012   1   1  12  37.5168  -79.6246  0.8926E-09
2012   1   1  12  37.5668  -79.6246  0.1467E-08
2012   1   1  12  37.6168  -79.6246  0.1114E-08
2012   1   1  12  37.6668  -79.6246  0.8152E-09
2012   1   1  12  37.7168  -79.6246  0.3717E-09
2012   1   1  12  37.7668  -79.6246  0.2170E-09
2012   1   1  12  37.8168  -79.6246  0.7237E-10
2012   1   1  12  37.2168  -79.5746  0.7183E-10
2012   1   1  12  37.2668  -79.5746  0.7185E-10
2012   1   1  12  37.3168  -79.5746  0.1657E-09
2012   1   1  12  37.3668  -79.5746  0.2193E-09
2012   1   1  12  37.4168  -79.5746  0.4458E-09
2012   1   1  12  37.4668  -79.5746  0.1026E-08
2012   1   1  12  37.5168  -79.5746  0.8891E-09
2012   1   1  12  37.5668  -79.5746  0.9620E-09
2012   1   1  12  37.6168  -79.5746  0.1248E-08
2012   1   1  12  37.6668  -79.5746  0.6605E-09
2012   1   1  12  37.7168  -79.5746  0.6609E-09
2012   1   1  12  37.7668  -79.5746  0.7232E-10
2012   1   1  12  37.8168  -79.5746  0.1448E-09
2012   1   1  12  37.8668  -79.5746  0.7241E-10
2012   1   1  12  37.2668  -79.5246  0.7187E-10
2012   1   1  12  37.3168  -79.5246  0.1472E-09
2012   1   1  12  37.3668  -79.5246  0.1508E-09
2012   1   1  12  37.4168  -79.5246  0.1440E-09
2012   1   1  12  37.4668  -79.5246  0.8920E-09
2012   1   1  12  37.5168  -79.5246  0.9441E-09
2012   1   1  12  37.5668  -79.5246  0.5187E-09
2012   1   1  12  37.6168  -79.5246  0.8904E-09
2012   1   1  12  37.6668  -79.5246  0.8153E-09
2012   1   1  12  37.7168  -79.5246  0.3648E-09
2012   1   1  12  37.7668  -79.5246  0.1516E-09
2012   1   1  12  37.3168  -79.4746  0.7190E-10
2012   1   1  12  37.3668  -79.4746  0.1507E-09
2012   1   1  12  37.4168  -79.4746  0.2194E-09
2012   1   1  12  37.4668  -79.4746  0.1475E-09
2012   1   1  12  37.5168  -79.4746  0.5905E-09
2012   1   1  12  37.5668  -79.4746  0.5840E-09
2012   1   1  12  37.6168  -79.4746  0.3712E-09
2012   1   1  12  37.6668  -79.4746  0.8050E-09
2012   1   1  12  37.7168  -79.4746  0.3718E-09
2012   1   1  12  37.7668  -79.4746  0.7576E-10
2012   1   1  12  37.3168  -79.4246  0.7192E-10
2012   1   1  12  37.3668  -79.4246  0.7540E-10
2012   1   1  12  37.4168  -79.4246  0.1509E-09
2012   1   1  12  37.4668  -79.4246  0.7203E-10
2012   1   1  12  37.5168  -79.4246  0.4429E-09
2012   1   1  12  37.5668  -79.4246  0.5840E-09
2012   1   1  12  37.6168  -79.4246  0.2888E-09
2012   1   1  12  37.6668  -79.4246  0.7222E-10
2012   1   1  12  37.7168  -79.4246  0.4371E-09
2012   1   1  12  37.3668  -79.3746  0.1439E-09
2012   1   1  12  37.4168  -79.3746  0.1509E-09
2012   1   1  12  37.4668  -79.3746  0.7547E-10
2012   1   1  12  37.5168  -79.3746  0.7212E-10
2012   1   1  12  37.5668  -79.3746  0.3710E-09
2012   1   1  12  37.6168  -79.3746  0.1478E-09
2012   1   1  12  37.6668  -79.3746  0.1445E-09
2012   1   1  12  37.7668  -79.3746  0.7233E-10
2012   1   1  12  37.4168  -79.3246  0.7198E-10
2012   1   1  12  37.4668  -79.3246  0.1509E-09
2012   1   1  12  37.5668  -79.3246  0.2199E-09
2012   1   1  12  37.6168  -79.3246  0.1444E-09
2012   1   1  12  37.4168  -79.2746  0.7201E-10
2012   1   1  12  37.4668  -79.2746  0.1475E-09
2012   1   1  12  37.5168  -79.2746  0.1510E-09
2012   1   1  12  37.5668  -79.2746  0.7560E-10
2012   1   1  12  37.6168  -79.2746  0.2200E-09
2012   1   1  12  37.6668  -79.2746  0.2167E-09
2012   1   1  12  37.4668  -79.2246  0.7549E-10
2012   1   1  12  37.5168  -79.2246  0.7552E-10
2012   1   1  12  37.5668  -79.2246  0.7555E-10
2012   1   1  12  37.6668  -79.2246  0.1445E-09
2012   1   1  12  37.5168  -79.1746  0.7554E-10
