eGRID2012 file generator sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Notes
4495,CT,Bridgeport Energy Project,55042,GEN3,2,OP,CA,NG,180,0.639095003,1007725,0,F923ST,1999,
4496,CT,Bridgeport Station,568,2,1,SB,ST,RFO,163,-0.002746729,-3922,0,F923ST,1961,
4497,CT,Bridgeport Station,568,3,1,OP,ST,SUB,400,0.029504281,103383,0,F923ST,1968,
4498,CT,Bridgeport Station,568,4,0,OP,GT,KER,18.6,0.00175529,286,0,F923NONK,1967,
4499,CT,Bulls Bridge,541,1,0,OP,HY,WAT,1.2,0,0,0,,1903,
4500,CT,Bulls Bridge,541,2,0,OP,HY,WAT,1.2,0,0,0,,1903,
4501,CT,Bulls Bridge,541,3,0,OP,HY,WAT,1.2,0,0,0,,1903,
4502,CT,Bulls Bridge,541,4,0,OP,HY,WAT,1.2,0,0,0,,1903,
4503,CT,Bulls Bridge,541,5,0,OP,HY,WAT,1.2,0,0,0,,1903,
4504,CT,Bulls Bridge,541,6,0,OP,HY,WAT,1.2,0,0,0,,1903,
4505,CT,Capital District Energy Center,50498,GTG,0,SB,CT,NG,44.1,0.045972028,17759.7,0,F923NONK,1988,
4506,CT,Capital District Energy Center,50498,STG,1,SB,CA,NG,34.1,0.022861179,6829,0,F923ST,1988,
4507,CT,CCSU Co-Gen-STBY Gen,58224,EC#1,0,OP,IC,NG,1.3,0,0,0,,2004,
4508,CT,CCSU Co-Gen-STBY Gen,58224,EC#2,0,OP,IC,NG,1.3,0,0,0,,2004,
4509,CT,CCSU Co-Gen-STBY Gen,58224,GRND,0,SB,IC,DFO,0.3,0,0,0,,2012,
4510,CT,CCSU Co-Gen-STBY Gen,58224,MEMH,0,SB,IC,DFO,0.7,0,0,0,,1993,
4511,CT,CCSU Fuel Cell Project,58237,CCSU,0,OP,FC,NG,1.4,0.65859426,8077,0,F923NONK,2012,
4512,CT,Cellu Tissue,58116,GEN1,0,OP,IC,NG,3,0.701736682,18441.6,0,F923NONK,2009,
4513,CT,CJTS Energy Center,58365,UNIT1,0,OP,FC,NG,0.2,0,0,0,,2001,
4514,CT,CJTS Energy Center,58365,UNIT2,0,OP,FC,NG,0.2,0,0,0,,2001,
4515,CT,CJTS Energy Center,58365,UNIT3,0,OP,FC,NG,0.2,0,0,0,,2001,
4516,CT,CJTS Energy Center,58365,UNIT4,0,OP,FC,NG,0.2,0,0,0,,2001,
4517,CT,CJTS Energy Center,58365,UNIT5,0,OP,FC,NG,0.2,0,0,0,,2001,
4518,CT,CJTS Energy Center,58365,UNIT6,0,OP,FC,NG,0.2,0,0,0,,2001,
4519,CT,CJTS Energy Center,58365,UNIT7,0,U,FC,NG,0.4,0,0,0,,2013,
4520,CT,Colebrook Hydroelectric,54301,BK1,0,OA,HY,WAT,1.5,0,0,0,,1988,
4521,CT,Colebrook Hydroelectric,54301,BK2,0,OP,HY,WAT,1.5,0,0,0,,1988,
4522,CT,Connecticut Valley Hospital Plant,58176,ST#1,0,OS,CA,NG,0.7,0,0,0,,1950,
4523,CT,Connecticut Valley Hospital Plant,58176,ST#2,0,OS,CA,NG,0.5,0,0,0,,1950,
4524,CT,Connecticut Valley Hospital Plant,58176,ST#3,0,OS,CA,NG,0.5,0,0,0,,1950,
4525,CT,Cos Cob,542,UN10,0,OP,GT,KER,25,0,0,0,,1969,
4526,CT,Cos Cob,542,UN11,0,OP,GT,KER,25,0,0,0,,1969,
4527,CT,Cos Cob,542,UN12,0,OP,GT,KER,25,0,0,0,,1969,
4528,CT,Cos Cob,542,UN13,0,OP,GT,KER,20,0,0,0,,2008,
4529,CT,Cos Cob,542,un14,0,OP,GT,KER,20,0,0,0,,2008,
4530,CT,Covanta Bristol Energy,50648,GEN1,2,OP,ST,MSB,16.3,0.723387119,103291,0,F923ST,1987,
4531,CT,Covanta Southeastern Connecticut Company,10646,GEN1,2,OP,ST,MSB,16.9,0.878353733,130035,0,F923ST,1991,
4532,CT,Covanta Wallingford Energy,50664,GEN1,3,OP,ST,MSB,11,0.5707555,54998,0,F923ST,1988,
4533,CT,CPV Towantic Energy Center,56047,GTG1,0,IP,CT,NG,193,0,0,0,,,
4534,CT,CPV Towantic Energy Center,56047,GTG2,0,IP,CT,NG,193,0,0,0,,,
4535,CT,CPV Towantic Energy Center,56047,STG1,2,IP,CA,NG,198.2,0,0,0,,,
4536,CT,CT Resource Rec Authority Facility,54945,NO5,3,OP,ST,MSB,45,0.506788432,199776,0,F923ST,1988,
4537,CT,CT Resource Rec Authority Facility,54945,NO6,3,OP,ST,MSB,45,0.485525114,191394,0,F923ST,1988,
4538,CT,"Cytec 1, 2 & 3",56257,CY1,0,RE,IC,DFO,1.8,0,0,0,,2005,
4539,CT,"Cytec 1, 2 & 3",56257,CY2,0,RE,IC,DFO,1.8,0,0,0,,2005,
4540,CT,"Cytec 1, 2 & 3",56257,CY3,0,RE,IC,DFO,1.8,0,0,0,,2006,
4541,CT,Danbury Hospital Cogen Plant,58152,GEN1,0,OP,GT,NG,4.3,0.737257088,27771,0,F923NONK,2011,
4542,CT,Derby Hydro,10063,GEN1,0,OP,HY,WAT,4,0,0,0,,1989,
4543,CT,Derby Hydro,10063,GEN2,0,OP,HY,WAT,4,0,0,0,,1989,
4544,CT,Derby Hydro,10063,GEN3,0,SB,HY,WAT,0.3,0,0,0,,1989,
4545,CT,Derby Hydro,10063,GEN4,0,SB,HY,WAT,0.3,0,0,0,,1989,
4546,CT,Devon Station,544,10,0,OP,GT,KER,18.6,0,0,0,,1985,
4547,CT,Devon Station,544,11,0,OP,GT,KER,51,0,0,0,,1996,
4548,CT,Devon Station,544,12,0,OP,GT,KER,51,0,0,0,,1996,
4549,CT,Devon Station,544,13,0,OP,GT,KER,51,0,0,0,,1996,
4550,CT,Devon Station,544,14,0,OP,GT,KER,51,0,0,0,,1996,
4551,CT,Devon Station,544,7,1,RE,ST,RFO,103.5,0,0,0,,1957,
4552,CT,Devon Station,544,8,1,RE,ST,RFO,103.5,0,0,0,,1957,
4553,CT,Exeter Energy LP,50736,GEN1,2,OP,ST,TDF,31.3,0.517637533,141930,0,F923ST,1991,
4554,CT,Fairfield University CHP Plant,56928,CHP1,0,OP,GT,NG,4.5,0.639142567,25195,0,F923NONK,2007,
4555,CT,Falls Village,560,1,0,OP,HY,WAT,3,0,0,0,,1914,
4556,CT,Falls Village,560,2,0,OP,HY,WAT,3,0,0,0,,1914,
4557,CT,Falls Village,560,3,0,OP,HY,WAT,3,0,0,0,,1914,
4558,CT,"Fort Hill 1, 2, 3 & 4",57599,FH1,0,OP,IC,DFO,2.5,0,0,0,,2010,
4559,CT,"Fort Hill 1, 2, 3 & 4",57599,FH2,0,OP,IC,DFO,2.5,0,0,0,,2010,
4560,CT,"Fort Hill 1, 2, 3 & 4",57599,FH3,0,OP,IC,DFO,2.5,0,0,0,,2010,
4561,CT,"Fort Hill 1, 2, 3 & 4",57599,FH4,0,OP,IC,DFO,2.5,0,0,0,,2010,
4562,CT,Foxwoods CoGen,57666,CT1,0,OP,GT,NG,6.6,0,0,0,,2010,
4563,CT,Foxwoods CoGen,57666,CT2,0,OP,GT,NG,6.6,0,0,0,,2010,
4564,CT,Franklin Drive,561,UN19,0,OP,GT,KER,21.8,0.000837837,160,0,F923NONK,1968,
4565,CT,Gary Court 1 & 2,57601,GC1,0,OP,IC,DFO,2.5,0,0,0,,2010,
4566,CT,Gary Court 1 & 2,57601,GC2,0,OP,IC,DFO,2.5,0,0,0,,2010,
4567,CT,GenConn Devon LLC,57070,15,0,OP,GT,KER,60.5,0,0,0,,2010,
4568,CT,GenConn Devon LLC,57070,16,0,OP,GT,KER,60.5,0,0,0,,2010,
4569,CT,GenConn Devon LLC,57070,17,0,OP,GT,KER,60.5,0,0,0,,2010,
4570,CT,GenConn Devon LLC,57070,18,0,OP,GT,KER,60.5,0,0,0,,2010,
4571,CT,GenConn Middletown LLC,57068,12,0,OP,GT,KER,60.5,0,0,0,,2011,
4572,CT,GenConn Middletown LLC,57068,13,0,OP,GT,KER,60.5,0,0,0,,2011,
4573,CT,GenConn Middletown LLC,57068,14,0,OP,GT,KER,60.5,0,0,0,,2011,
4574,CT,GenConn Middletown LLC,57068,15,0,OP,GT,KER,60.5,0,0,0,,2011,
4575,CT,Goodwin Hydroelectric,54302,G1,0,OP,HY,WAT,1.6,0,0,0,,1986,
4576,CT,Goodwin Hydroelectric,54302,G2,0,OP,HY,WAT,1.6,0,0,0,,1986,
4577,CT,Hartford Hospital Cogeneration,52061,GEN2,0,OP,CA,NG,4.2,0.146612579,5394.2,0,F923NONK,1988,
4578,CT,Hartford Hospital Cogeneration,52061,GEN3,0,OP,CT,NG,6.2,0.803743372,43652.9,0,F923NONK,1988,
4579,CT,Hartford Hospital Cogeneration,52061,GEN4,0,P,FC,NG,1.8,0,0,0,,2013,
4580,CT,HSCo CHP,57179,1,0,OP,GT,NG,4,0.818949772,28696,0,F923NONK,2009,
4581,CT,Jewett City 1,57602,JC1,0,OP,IC,DFO,2.5,0.009269406,203,0,F923NONK,2010,
4582,CT,"John Street 1, 3, 4 & 5",56256,JS1,0,RE,IC,DFO,1.8,0,0,0,,2005,
4583,CT,"John Street 1, 3, 4 & 5",56256,JS3,0,SB,IC,DFO,1.8,0,0,0,,2006,
4584,CT,"John Street 1, 3, 4 & 5",56256,JS4,0,SB,IC,DFO,1.8,0,0,0,,2006,
4585,CT,"John Street 1, 3, 4 & 5",56256,JS5,0,SB,IC,DFO,1.8,0,0,0,,2007,
4586,CT,"Kimberly Clark-Unit 1,2,3",58084,GT100,0,OP,CT,NG,16.1,0,0,0,,2008,
4587,CT,"Kimberly Clark-Unit 1,2,3",58084,GT200,0,OP,CT,NG,16.1,0,0,0,,2008,
4588,CT,"Kimberly Clark-Unit 1,2,3",58084,GT300,0,OP,CA,NG,4.1,0,0,0,,2008,
4589,CT,Kinneytown New Old,54385,GEN1,0,OP,HY,WAT,0.8,0,0,0,,1986,
4590,CT,Kinneytown New Old,54385,GEN2,0,OP,HY,WAT,1.5,0,0,0,,1995,
4591,CT,Kleen Energy Systems Project,56798,ST,2,OP,CA,NG,295,0.607276914,1569325,0,F923ST,2011,
4592,CT,Kleen Energy Systems Project,56798,U1,0,OP,CT,NG,199,0,0,0,,2011,
4593,CT,Kleen Energy Systems Project,56798,U2,0,OP,CT,NG,199,0,0,0,,2011,
4594,CT,Lake Road Generating Plant,55149,U1,1,OP,CS,NG,280,0,0,0,,2002,
4595,CT,Lake Road Generating Plant,55149,U2,1,OP,CS,NG,280,0,0,0,,2002,
4596,CT,Lake Road Generating Plant,55149,U3,1,OP,CS,NG,280,0,0,0,,2002,
4597,CT,Lebanon Pines 1 & 2,57604,LP1,0,OP,IC,DFO,2.5,0,0,0,,2010,
4598,CT,Lebanon Pines 1 & 2,57604,LP2,0,OP,IC,DFO,2.5,0,0,0,,2010,
4599,CT,LNG 1 & 2,57603,LNG1,0,OP,IC,DFO,2.5,0,0,0,,2010,
4600,CT,LNG 1 & 2,57603,LNG2,0,OP,IC,DFO,2.5,0,0,0,,2010,
4601,CT,Middletown,562,1,0,RE,ST,RFO,69,0,0,0,,1954,
4602,CT,Middletown,562,10,0,OP,GT,KER,18.5,0.000475133,77,0,F923NONK,1966,
4603,CT,Middletown,562,2,1,OP,ST,RFO,113.6,0.071194289,70848,0,F923ST,1958,
4604,CT,Middletown,562,3,1,OP,ST,RFO,239.4,0.044374158,93059,0,F923ST,1964,
4605,CT,Middletown,562,4,1,OP,ST,RFO,414.9,0.004429466,16099,0,F923ST,1973,
4606,CT,Milford Power Project,55126,CA01,2,OP,CS,NG,289,0,0,0,,2004,
4607,CT,Milford Power Project,55126,CA02,2,OP,CS,NG,289,0,0,0,,2004,
4608,CT,Millstone,566,2,1,OP,ST,NUC,909.9,0.793686621,6326257,0,F923NK,1975,
4609,CT,Millstone,566,3,1,OP,ST,NUC,1253,0.979533139,10751630,0,F923NK,1986,
4610,CT,MM Hartford Energy,55163,UNT1,0,OS,IC,LFG,0.9,0,0,0,,1998,
4611,CT,MM Hartford Energy,55163,UNT2,0,OP,IC,LFG,0.9,0,0,0,,1998,
4612,CT,MM Hartford Energy,55163,UNT3,0,OP,IC,LFG,0.9,0,0,0,,1998,
4613,CT,Montville Station,546,10,0,SB,IC,DFO,2.7,0,0,0,,1967,
4614,CT,Montville Station,546,11,0,SB,IC,DFO,2.7,0,0,0,,1967,
4615,CT,Montville Station,546,5,1,OP,ST,RFO,75,0.016260274,10683,0,F923ST,1954,
4616,CT,Montville Station,546,6,1,OP,ST,RFO,414.9,0.005357235,19471,0,F923ST,1971,
4617,CT,New Haven Harbor,6156,1,1,OP,ST,RFO,460,0.025471014,102638,0,F923ST,1975,
4618,CT,New Haven Harbor,6156,2,0,OP,GT,KER,60.5,0,0,0,,2012,
4619,CT,New Haven Harbor,6156,3,0,OP,GT,KER,60.5,0,0,0,,2012,
4620,CT,New Haven Harbor,6156,4,0,OP,GT,KER,60.5,0,0,0,,2012,
4621,CT,New Milford Gas Recovery,50564,GEN1,0,RE,GT,LFG,3,0,0,0,F923NONK,1991,
4622,CT,New Milford Gas Recovery,50564,GEN2,0,OP,IC,LFG,0.8,0,0,0,,2008,
4623,CT,New Milford Gas Recovery,50564,GEN3,0,OP,IC,LFG,0.8,0,0,0,,2008,
4624,CT,New Milford Gas Recovery,50564,GEN4,0,OP,IC,LFG,0.8,0,0,0,,2008,
4625,CT,Norden 1-3,57689,NORD1,0,OP,IC,DFO,2,0,0,0,,2004,
4626,CT,Norden 1-3,57689,NORD2,0,OP,IC,DFO,2,0,0,0,,2004,
4627,CT,Norden 1-3,57689,NORD3,0,OP,IC,DFO,2,0,0,0,,2004,
4628,CT,North Main Street,581,5,0,OP,GT,DFO,19,0.000396539,66,0,F923NONK,1972,
4629,CT,Norwich WWTP,57624,1,0,OP,IC,DFO,2,0.001255708,22,0,F923NONK,2006,
4630,CT,NRG Norwalk Harbor,548,1,1,OP,ST,RFO,163.2,0.006890584,9851,0,F923ST,1960,
4631,CT,NRG Norwalk Harbor,548,10,0,OP,GT,DFO,16.3,0.000581281,83,0,F923NONK,1966,
4632,CT,NRG Norwalk Harbor,548,2,1,OP,ST,RFO,163.2,0.008826048,12618,0,F923ST,1963,
4633,CT,Pfizer Groton Plant,54236,GT-1,0,OP,GT,NG,10,0.682031963,59746,0,F923NONK,2009,
4634,CT,Pfizer Groton Plant,54236,TG1,6,RE,ST,NG,2.5,0,0,0,,1948,
4635,CT,Pfizer Groton Plant,54236,TG2,7,OP,ST,NG,2.5,0.047671233,1044,0,F923ST,1948,
4636,CT,Pfizer Groton Plant,54236,TG3,7,OP,ST,NG,10,0.281267123,24639,0,F923ST,1952,
4637,CT,Pfizer Groton Plant,54236,TG4,7,OP,ST,NG,10,0.013618721,1193,0,F923ST,1994,
4638,CT,Pfizer Groton Plant,54236,TG5,7,OP,ST,NG,7.5,0.078386606,5150,0,F923ST,2001,
4639,CT,Plainfield Renewable Energy LLC,56847,STG,1,V,ST,WDS,43,0,0,0,,2013,
4640,CT,Pratt & Whitney,54605,FT-8,0,OP,GT,NG,25.8,0.198568192,44878,0,F923NONK,1992,
4641,CT,Quinebaug Lower Project,55860,5-M,0,OP,HY,WAT,0.3,0,0,0,,1990,
4642,CT,Quinebaug Lower Project,55860,MF,0,OP,HY,WAT,0.1,0,0,0,,1990,
4643,CT,Quinebaug Lower Project,55860,U2,0,OP,HY,WAT,0.8,0,0,0,,1990,
4644,CT,Quinebaug Lower Project,55860,UI,0,OP,HY,WAT,1.3,0,0,0,,1990,
4645,CT,Rainbow,559,1,0,OP,HY,WAT,4,0,0,0,,1925,
4646,CT,Rainbow,559,2,0,OP,HY,WAT,4,0,0,0,,1925,
4647,CT,Rand Whitney CHP Plant,58184,TG-1,0,OP,GT,NG,14.6,0.892224933,114112,0,F923NONK,2005,
4648,CT,Rocky River,539,1,0,SB,PS,WAT,3.5,0,0,0,,1929,
4649,CT,Rocky River,539,2,0,SB,PS,WAT,3.5,0,0,0,,1928,
4650,CT,Rocky River,539,3,0,OP,PS,WAT,24,0,0,0,,1928,
4651,CT,Scotland Dam,551,1,0,OP,HY,WAT,2,0.294121005,5153,0,F923NONK,1937,
4652,CT,Shepaug,552,1,0,OP,HY,WAT,37.2,0.27688172,90228,0,F923NONK,1955,
4653,CT,Shepaug,552,2,0,IP,GT,DFO,49.2,0,0,0,,,
4654,CT,South Meadow,563,11,0,SB,GT,KER,41.8,0,0,0,,1970,
4655,CT,South Meadow,563,12,0,SB,GT,KER,41.8,0,0,0,,1970,
4656,CT,South Meadow,563,13,0,SB,GT,KER,41.8,0,0,0,,1970,
4657,CT,South Meadow,563,14,0,SB,GT,KER,41.8,0,0,0,,1970,
4658,CT,South Norwalk Electric,6598,1,0,RE,IC,DFO,5,0,0,0,,1972,
4659,CT,South Norwalk Electric,6598,2,0,RE,IC,DFO,2,0,0,0,,1940,
4660,CT,South Norwalk Electric,6598,3,0,RE,IC,DFO,2,0,0,0,,1942,
4661,CT,South Norwalk Electric,6598,4,0,RE,IC,DFO,3.3,0,0,0,,1951,
4662,CT,South Norwalk Electric,6598,5,0,RE,IC,DFO,4,0,0,0,,1960,
4663,CT,South Norwalk Electric,6598,6,0,OP,IC,DFO,1,0,0,0,,1990,
4664,CT,South Norwalk Electric,6598,7,0,RE,GT,DFO,22.8,0,0,0,,2003,
4665,CT,Stevenson,553,1,0,OP,HY,WAT,7.5,0,0,0,,1919,
4666,CT,Stevenson,553,2,0,OP,HY,WAT,7.5,0,0,0,,1919,
4667,CT,Stevenson,553,3,0,OP,HY,WAT,7.5,0,0,0,,1919,
4668,CT,Stevenson,553,4,0,OP,HY,WAT,8,0,0,0,,1936,
4669,CT,Taftville,554,1,0,OP,HY,WAT,0.4,0,0,0,,1926,
4670,CT,Taftville,554,2,0,OP,HY,WAT,0.3,0,0,0,,1906,
4671,CT,Taftville,554,3,0,OP,HY,WAT,0.3,0,0,0,,1906,
4672,CT,Taftville,554,4,0,OP,HY,WAT,0.3,0,0,0,,1949,
4673,CT,Taftville,554,5,0,OP,HY,WAT,0.3,0,0,0,,1949,
4674,CT,Tenth Street,583,1,0,OP,HY,WAT,1.4,0.238421396,2924,0,F923NONK,1967,
4675,CT,Torrington Terminal,565,UN10,0,OP,GT,KER,21.8,0.001764694,337,0,F923NONK,1967,
4676,CT,Tunnel,557,1,0,OP,HY,WAT,1,0,0,0,,1919,
4677,CT,Tunnel,557,10,0,SB,GT,JF,18.5,0.000475133,77,0,F923NONK,1969,
4678,CT,Tunnel,557,2,0,OP,HY,WAT,1,0,0,0,,1949,
4679,CT,UCONN Cogen Facility,58159,CGT1,0,OP,CT,NG,6.9,0,0,0,,2006,
4680,CT,UCONN Cogen Facility,58159,CGT2,0,OP,CT,NG,6.9,0,0,0,,2006,
4681,CT,UCONN Cogen Facility,58159,CGT3,0,OP,CT,NG,6.9,0,0,0,,2006,
4682,CT,UCONN Cogen Facility,58159,STG1,3,OP,CA,NG,5,0.23869863,10455,0,F923ST,2006,
4683,CT,Uncasville Mill,50801,GEN1,0,OP,ST,NG,2.8,0.360689824,8847,0,F923NONK,1990,
4684,CT,Versailles Mill,54657,NO1,1,OP,ST,NG,20,0.334651826,58631,0,F923ST,1962,
4685,CT,Wallingford Energy,55517,CTG1,0,OP,GT,NG,50,0,0,0,,2001,
4686,CT,Wallingford Energy,55517,CTG2,0,OP,GT,NG,50,0,0,0,,2001,
4687,CT,Wallingford Energy,55517,CTG3,0,OP,GT,NG,50,0,0,0,,2001,
4688,CT,Wallingford Energy,55517,CTG4,0,OP,GT,NG,50,0,0,0,,2001,
4689,CT,Wallingford Energy,55517,CTG5,0,OP,GT,NG,50,0,0,0,,2001,
4690,CT,Water Treatment 1 & 2,57605,WT1,0,OP,IC,DFO,2.5,0,0,0,,2010,
4691,CT,Water Treatment 1 & 2,57605,WT2,0,OP,IC,DFO,2.5,0,0,0,,2010,
4692,CT,Waterbury Generation,56629,10,0,OP,GT,NG,96,0.049593322,41706,0,F923NONK,2009,
4693,CT,"Waterside Power, LLC",56189,1,0,RE,GT,DFO,23.2,0,0,0,,2003,
4694,CT,"Waterside Power, LLC",56189,2,0,RE,GT,DFO,23.2,0,0,0,,2003,
4695,CT,"Waterside Power, LLC",56189,4,0,SB,GT,DFO,23.2,0,0,0,,2004,
4696,CT,"Waterside Power, LLC",56189,5,0,SB,GT,DFO,23.2,0,0,0,,2004,
4697,CT,"Waterside Power, LLC",56189,6,0,RE,GT,DFO,23.2,0,0,0,,2004,
4698,CT,"Waterside Power, LLC",56189,7,0,SB,GT,DFO,23.2,0,0,0,,2006,
4699,CT,Wesleyan University Cogen 1,58158,1,0,OP,CT,NG,2.4,0.639840183,13452,0,F923NONK,2009,
4700,CT,Wheelabrator Bridgeport,50883,GEN1,3,OP,ST,MSB,67,0.799804062,469421,0,F923ST,1988,
4701,CT,Wheelabrator Lisbon,54758,GEN1,2,OP,ST,MSB,14.6,0.86361575,110453,0,F923ST,1995,
4702,DC,Benning,603,15,0,RE,ST,DFO,290,0,0,0,,1968,
4703,DC,Benning,603,16,1,RE,ST,DFO,290,0.001041175,2645,0,F923ST,1972,
4704,DC,Buzzard Point,604,E1,0,RE,GT,DFO,18,0,0,0,,1968,
4705,DC,Buzzard Point,604,E2,0,RE,GT,DFO,18,0,0,0,,1968,
4706,DC,Buzzard Point,604,E3,0,RE,GT,DFO,18,0,0,0,,1968,
4707,DC,Buzzard Point,604,E4,0,RE,GT,DFO,18,0,0,0,,1968,
4708,DC,Buzzard Point,604,E5,0,RE,GT,DFO,18,0,0,0,,1968,
4709,DC,Buzzard Point,604,E6,0,RE,GT,DFO,18,0,0,0,,1968,
4710,DC,Buzzard Point,604,E7,0,RE,GT,DFO,18,0,0,0,,1968,
4711,DC,Buzzard Point,604,E8,0,RE,GT,DFO,18,0,0,0,,1968,
4712,DC,Buzzard Point,604,W10,0,RE,GT,DFO,18,0,0,0,,1968,
4713,DC,Buzzard Point,604,W11,0,RE,GT,DFO,18,0,0,0,,1968,
4714,DC,Buzzard Point,604,W12,0,RE,GT,DFO,18,0,0,0,,1968,
4715,DC,Buzzard Point,604,W13,0,RE,GT,DFO,18,0,0,0,,1968,
4716,DC,Buzzard Point,604,W14,0,RE,GT,DFO,18,0,0,0,,1968,
4717,DC,Buzzard Point,604,W15,0,RE,GT,DFO,18,0,0,0,,1968,
4718,DC,Buzzard Point,604,W16,0,RE,GT,DFO,18,0,0,0,,1968,
4719,DC,Buzzard Point,604,W9,0,RE,GT,DFO,18,0,0,0,,1968,
4720,DC,US GSA Heating and Transmission,57788,TG1,0,OP,GT,NG,5.4,0,0,0,,2004,
4721,DC,US GSA Heating and Transmission,57788,TG2,0,OP,GT,NG,5.4,0,0,0,,2004,
4722,DE,AMERESCO Delaware Central,56430,1C,0,OP,IC,LFG,1,0,0,0,,2006,
4723,DE,AMERESCO Delaware Central,56430,2C,0,OP,IC,LFG,1,0,0,0,,2006,
4724,DE,AMERESCO Delaware Central,56430,3C,0,OP,IC,LFG,1,0,0,0,,2006,
4725,DE,AMERESCO Delaware South,56429,1,0,OP,IC,LFG,1,0,0,0,,2006,
4726,DE,AMERESCO Delaware South,56429,2,0,OP,IC,LFG,1,0,0,0,,2006,
4727,DE,AMERESCO Delaware South,56429,3,0,OP,IC,LFG,1,0,0,0,,2006,
4728,DE,AMERESCO Delaware South,56429,4,0,OP,IC,LFG,1,0,0,0,,2006,
4729,DE,AMERESCO Delaware South,56429,5,0,OP,IC,LFG,1,0,0,0,,2010,
4730,DE,Brookside Newark,58110,BRK,0,OP,FC,NG,3.1,0.446788923,12133,0,F923NONK,2012,
4731,DE,Bruce A Henry Solar Farm,58473,BHSF,0,V,PV,SUN,4,0,0,0,,2013,
4732,DE,Christiana,591,CH11,0,SB,GT,DFO,26,0,0,0,,1973,
4733,DE,Christiana,591,CH14,0,SB,GT,DFO,26,0,0,0,,1973,
4734,DE,Delaware City 10,592,DC10,0,SB,GT,DFO,18.5,0.000129582,21,0,F923NONK,1968,
4735,DE,Delaware City Plant,52193,CT1,0,OP,GT,NG,92,0,0,0,,2000,
4736,DE,Delaware City Plant,52193,CT2,0,OP,GT,NG,92,0,0,0,,2000,
4737,DE,Delaware City Plant,52193,FGTG,0,RE,GT,NG,1.2,0,0,0,,1980,
4738,DE,Delaware City Plant,52193,G1,6,OP,ST,OG,27.5,0.510124533,122889,0,F923ST,1956,
4739,DE,Delaware City Plant,52193,G2,6,OP,ST,OG,27.5,0.221930262,53463,0,F923ST,1956,
4740,DE,Delaware City Plant,52193,G3,6,OP,ST,OG,75,0.078417047,51520,0,F923ST,1961,
4741,DE,Delaware City Plant,52193,G4,6,OP,ST,OG,10,0.701232877,61428,0,F923ST,1982,
4742,DE,Dover Sun Park,57337,1,0,OP,PV,SUN,10,0.211586758,18535,0,F923NONK,2011,
4743,DE,Edge Moor,593,10,0,SB,GT,DFO,12.5,0.000283105,31,0,F923NONK,1963,
4744,DE,Edge Moor,593,3,1,OP,ST,NG,75,0.28518417,187366,0,F923ST,1954,
4745,DE,Edge Moor,593,4,1,OP,ST,NG,176.8,0.27159071,420631,0,F923ST,1966,
4746,DE,Edge Moor,593,5,1,OP,ST,NG,446,0.119666185,467531,0,F923ST,1973,
4747,DE,Garrison Energy Center LLC,57349,CTG1,0,P,CT,NG,235,0,0,0,,2015,
4748,DE,Garrison Energy Center LLC,57349,STG2,0,P,CA,NG,126,0,0,0,,2015,
4749,DE,Hay Road,7153,HR1,0,OP,CT,NG,122,0,0,0,,1989,
4750,DE,Hay Road,7153,HR2,0,OP,CT,NG,122,0,0,0,,1989,
4751,DE,Hay Road,7153,HR3,0,OP,CT,NG,122,0,0,0,,1991,
4752,DE,Hay Road,7153,HR4,3,OP,CA,NG,200,0.47751484,836606,0,F923ST,1993,
4753,DE,Hay Road,7153,HR5,0,OP,CT,NG,144,0,0,0,,2001,
4754,DE,Hay Road,7153,HR6,0,OP,CT,NG,144,0,0,0,,2001,
4755,DE,Hay Road,7153,HR7,0,OP,CT,NG,144,0,0,0,,2001,
4756,DE,Hay Road,7153,HR8,3,OP,CA,NG,195,0.497031378,849029,0,F923ST,2002,
4757,DE,Indian River Generating Station,594,1,1,OS,ST,BIT,81.6,-0.003789786,-2709,0,F923ST,1957,
4758,DE,Indian River Generating Station,594,10,0,OP,GT,DFO,18.6,0.001706191,278,0,F923NONK,1967,
4759,DE,Indian River Generating Station,594,2,1,OS,ST,BIT,81.6,-0.004678127,-3344,0,F923ST,1959,
4760,DE,Indian River Generating Station,594,3,1,OP,ST,BIT,176.8,0.154741059,239658,0,F923ST,1970,
4761,DE,Indian River Generating Station,594,4,1,OP,ST,BIT,445.5,0.300543999,1172897,0,F923ST,1980,
4762,DE,Kent County Wastewater Treatment Solar,57330,1,0,OP,PV,SUN,1.2,0.148401826,1560,0,F923NONK,2011,
4763,DE,McKee Run,599,1,1,OP,ST,NG,18.8,0.003819343,629,0,F923ST,1962,
4764,DE,McKee Run,599,2,1,OP,ST,NG,18.8,0.128048188,21088,0,F923ST,1962,
4765,DE,McKee Run,599,3,1,OP,ST,NG,113.6,0.000544649,542,0,F923ST,1975,
4766,DE,Milford Solar Farm,58228,GEN1,0,OP,PV,SUN,11.8,0.003018342,312,0,F923NONK,2012,
4767,DE,NRG Energy Center Dover,10030,COG1,1,OP,ST,BIT,18,0.191692035,30226,0,F923ST,1985,
